Timestamp (BST),Hours from Pitch,DO (mg/L),Gravity (°P),Pressure (Bar),Fluid Temp (°C),Ambient Temp (°C),Conductivity (uS/cm)
2023-04-10 23:40:00,248.2,0.62,2.6,0.05,4.6,6.0,2319.0
2023-04-10 23:50:00,248.37,0.62,2.6,0.05,4.5,6.0,2324.0
2023-04-11 00:00:00,248.53,0.62,2.6,0.05,4.6,6.0,2320.0
2023-04-11 00:10:00,248.7,0.62,2.6,0.05,4.6,6.0,2320.0
2023-04-11 00:20:00,248.87,0.62,2.6,0.05,4.5,6.0,2324.0
2023-04-11 00:30:00,249.03,0.61,2.6,0.05,4.6,6.0,2315.0
2023-04-11 00:40:00,249.2,0.62,2.6,0.05,4.6,6.0,2320.0
2023-04-11 00:50:00,249.37,0.62,2.6,0.05,4.5,6.0,2324.0
2023-04-11 01:00:00,249.53,0.62,2.6,0.05,4.6,6.0,2320.0
2023-04-11 01:10:00,249.7,0.62,2.6,0.05,4.5,6.0,2324.0
2023-04-11 01:20:00,249.87,0.62,2.6,0.05,4.5,6.0,2324.0
2023-04-11 01:30:00,250.03,0.62,2.6,0.05,4.5,6.0,2325.0
2023-04-11 01:40:00,250.2,0.61,2.6,0.05,4.6,6.0,2315.0
2023-04-11 01:50:00,250.37,0.62,2.6,0.05,4.6,6.0,2320.0
2023-04-11 02:00:00,250.53,0.62,2.6,0.05,4.6,6.0,2320.0
2023-04-11 02:10:00,250.7,0.62,2.6,0.05,4.6,6.0,2320.0
2023-04-11 02:20:00,250.87,0.62,2.6,0.05,4.6,6.0,2319.0
2023-04-11 02:30:00,251.03,0.61,2.6,0.05,4.6,6.0,2315.0
2023-04-11 02:40:00,251.2,0.62,2.6,0.05,4.5,6.0,2324.0
2023-04-11 02:50:00,251.37,0.61,2.6,0.05,4.6,6.0,2314.0
2023-04-11 03:00:00,251.53,0.62,2.6,0.05,4.6,6.0,2320.0
2023-04-11 03:10:00,251.7,0.62,2.6,0.05,4.6,6.0,2320.0
2023-04-11 03:20:00,251.87,0.62,2.6,0.05,4.6,6.0,2320.0
2023-04-11 03:30:00,252.03,0.62,2.6,0.05,4.6,6.0,2321.0
2023-04-11 03:40:00,252.2,0.62,2.6,0.05,4.6,6.0,2320.0
2023-04-11 03:50:00,252.37,0.62,2.6,0.05,4.6,6.0,2320.0
2023-04-11 04:00:00,252.53,0.61,2.6,0.05,4.6,6.0,2315.0
2023-04-11 04:10:00,252.7,0.62,2.6,0.05,4.6,6.0,2319.0
2023-04-11 04:20:00,252.87,0.62,2.6,0.05,4.6,6.0,2320.0
2023-04-11 04:30:00,253.03,0.61,2.6,0.05,4.6,6.0,2315.0
2023-04-11 04:40:00,253.2,0.62,2.6,0.05,4.6,6.0,2320.0
2023-04-11 04:50:00,253.37,0.62,2.6,0.05,4.5,6.0,2325.0
2023-04-11 05:00:00,253.53,0.62,2.6,0.05,4.6,6.0,2320.0
2023-04-11 05:10:00,253.7,0.62,2.6,0.05,4.6,6.0,2320.0
2023-04-11 05:20:00,253.87,0.62,2.6,0.05,4.5,6.0,2325.0
2023-04-11 05:30:00,254.03,0.62,2.6,0.05,4.6,6.0,2320.0
2023-04-11 05:40:00,254.2,0.62,2.6,0.05,4.5,6.0,2324.0
2023-04-11 05:50:00,254.37,0.62,2.6,0.05,4.5,6.0,2325.0
2023-04-11 06:00:00,254.53,0.62,2.6,0.05,4.6,6.0,2321.0
2023-04-11 06:10:00,254.7,0.62,2.6,0.05,4.5,6.0,2325.0
2023-04-11 06:20:00,254.87,0.62,2.6,0.05,4.5,6.0,2325.0
2023-04-11 06:30:00,255.03,0.62,2.6,0.05,4.6,6.0,2322.0
2023-04-11 06:40:00,255.2,0.62,2.6,0.05,4.5,6.0,2326.0
2023-04-11 06:50:00,255.37,0.62,2.6,0.05,4.6,6.0,2321.0
2023-04-11 07:00:00,255.53,0.62,2.6,0.05,4.5,6.0,2326.0
2023-04-11 07:10:00,255.7,0.62,2.6,0.05,4.5,6.0,2325.0
2023-04-11 07:20:00,255.87,0.62,2.6,0.05,4.4,6.0,2330.0
2023-04-11 07:30:00,256.03,0.62,2.6,0.05,4.6,6.0,2321.0
2023-04-11 07:40:00,256.2,0.62,2.6,0.05,4.4,6.0,2330.0
2023-04-11 07:50:00,256.37,0.62,2.6,0.05,4.4,6.0,2330.0
2023-04-11 08:00:00,256.53,0.62,2.6,0.05,4.6,6.0,2322.0
2023-04-11 08:10:00,256.7,0.62,2.6,0.05,4.4,6.0,2331.0
2023-04-11 08:20:00,256.87,0.62,2.6,0.05,4.4,6.0,2330.0
2023-04-11 08:30:00,257.03,0.62,2.6,0.05,4.6,6.0,2322.0
2023-04-11 08:40:00,257.2,0.62,2.6,0.05,4.6,6.0,2321.0
2023-04-11 08:50:00,257.37,0.62,2.6,0.05,4.6,6.0,2321.0
2023-04-11 09:00:00,257.53,0.62,2.6,0.05,4.5,6.0,2326.0
2023-04-11 09:10:00,257.7,0.62,2.6,0.05,4.5,6.0,2325.0
2023-04-11 09:20:00,257.87,0.62,2.6,0.05,4.6,6.0,2321.0
2023-04-11 09:30:00,258.03,0.62,2.6,0.05,4.6,6.0,2322.0
2023-04-11 09:40:00,258.2,0.62,2.6,0.05,4.5,6.0,2326.0
2023-04-11 09:50:00,258.37,0.62,2.6,0.05,4.6,6.0,2321.0
2023-04-11 10:00:00,258.53,0.62,2.6,0.05,4.6,6.0,2322.0
2023-04-11 10:10:00,258.7,0.62,2.6,0.05,4.5,6.0,2326.0
2023-04-11 10:20:00,258.87,0.62,2.6,0.05,4.5,6.0,2326.0
2023-04-11 10:30:00,259.03,0.62,2.6,0.05,4.6,6.0,2322.0
2023-04-11 10:40:00,259.2,0.62,2.6,0.05,4.5,6.0,2326.0
2023-04-11 10:50:00,259.37,0.62,2.6,0.05,4.5,6.0,2326.0
2023-04-11 11:00:00,259.53,0.62,2.6,0.05,4.6,6.0,2322.0
2023-04-11 11:10:00,259.7,0.62,2.6,0.05,4.5,6.0,2326.0
2023-04-11 11:20:00,259.87,0.61,2.6,0.05,4.6,6.0,2316.0
2023-04-11 11:30:00,260.03,0.62,2.6,0.05,4.5,6.0,2326.0
2023-04-11 11:40:00,260.2,0.62,2.6,0.05,4.6,6.0,2321.0
2023-04-11 11:50:00,260.37,0.62,2.6,0.05,4.5,6.0,2326.0
2023-04-11 12:00:00,260.53,0.62,2.6,0.05,4.6,6.0,2322.0
2023-04-11 12:10:00,260.7,0.62,2.6,0.05,4.5,6.0,2326.0
2023-04-11 12:20:00,260.87,0.62,2.6,0.05,4.6,6.0,2321.0
2023-04-11 12:30:00,261.03,0.62,2.6,0.05,4.6,6.0,2322.0
2023-04-11 12:40:00,261.2,0.62,2.6,0.05,4.6,6.0,2321.0
2023-04-11 12:50:00,261.37,0.62,2.6,0.05,4.6,6.0,2321.0
2023-04-11 13:00:00,261.53,0.62,2.6,0.05,4.6,6.0,2317.0
2023-04-11 13:10:00,261.7,0.62,2.6,0.05,4.6,6.0,2321.0
2023-04-11 13:20:00,261.87,0.62,2.6,0.05,4.6,6.0,2321.0
2023-04-11 13:30:00,262.03,0.62,2.6,0.05,4.6,6.0,2321.0
2023-04-11 13:40:00,262.2,0.62,2.6,0.05,4.6,6.0,2321.0
2023-04-11 13:50:00,262.37,0.62,2.6,0.05,4.6,6.0,2321.0
2023-04-11 14:00:00,262.53,0.62,2.6,0.05,4.6,6.0,2322.0
2023-04-11 14:10:00,262.7,0.62,2.6,0.05,4.5,6.0,2326.0
2023-04-11 14:20:00,262.87,0.62,2.6,0.05,4.4,6.0,2331.0
2023-04-11 14:30:00,263.03,0.62,2.6,0.05,4.6,6.0,2322.0
2023-04-11 14:40:00,263.2,0.63,2.6,0.05,4.4,6.0,2330.0
2023-04-11 14:50:00,263.37,0.63,2.6,0.05,4.5,6.0,2326.0
2023-04-11 15:00:00,263.53,0.62,2.6,0.05,4.5,6.0,2326.0
2023-04-11 15:10:00,263.7,0.62,2.6,0.05,4.5,6.0,2326.0
2023-04-11 15:20:00,263.87,0.62,2.6,0.05,4.4,6.0,2330.0
2023-04-11 15:30:00,264.03,0.62,2.6,0.05,4.6,6.0,2321.0
2023-04-11 15:40:00,264.2,0.62,2.6,0.05,4.4,6.0,2330.0
2023-04-11 15:50:00,264.37,0.62,2.6,0.05,4.4,6.0,2330.0
2023-04-11 16:00:00,264.53,0.62,2.6,0.05,4.6,6.0,2321.0
2023-04-11 16:10:00,264.7,0.63,2.6,0.05,4.5,6.0,2325.0
2023-04-11 16:20:00,264.87,0.63,2.6,0.05,4.4,6.0,2329.0
2023-04-11 16:30:00,265.03,0.62,2.6,0.05,4.6,6.0,2320.0
2023-04-11 16:40:00,265.2,0.63,2.6,0.05,4.5,6.0,2323.0
2023-04-11 16:50:00,265.37,0.63,2.6,0.05,4.5,6.0,2323.0
2023-04-11 17:00:00,265.53,0.63,2.6,0.05,4.5,6.0,2324.0
2023-04-11 17:10:00,265.7,0.63,2.6,0.05,4.5,6.0,2324.0
2023-04-11 17:20:00,265.87,0.63,2.6,0.05,4.4,6.0,2329.0
2023-04-11 17:30:00,266.03,0.63,2.6,0.05,4.4,6.0,2329.0
2023-04-11 17:40:00,266.2,0.63,2.6,0.05,4.4,6.0,2328.0
2023-04-11 17:50:00,266.37,0.63,2.6,0.05,4.4,6.0,2328.0
2023-04-11 18:00:00,266.53,0.63,2.6,0.05,4.4,6.0,2329.0
2023-04-11 18:10:00,266.7,0.63,2.6,0.05,4.5,6.0,2323.0
2023-04-11 18:20:00,266.87,0.63,2.6,0.05,4.4,6.0,2333.0
2023-04-11 18:30:00,267.03,0.63,2.6,0.05,4.4,6.0,2329.0
2023-04-11 18:40:00,267.2,0.63,2.6,0.05,4.5,6.0,2324.0
2023-04-11 18:50:00,267.37,0.64,2.6,0.05,4.4,6.0,2333.0
2023-04-11 19:00:00,267.53,0.63,2.6,0.05,4.4,6.0,2329.0
2023-04-11 19:10:00,267.7,0.63,2.6,0.05,4.4,6.0,2329.0
2023-04-11 19:20:00,267.87,0.63,2.6,0.05,4.4,6.0,2328.0
2023-04-11 19:30:00,268.03,0.63,2.6,0.05,4.5,6.0,2324.0
2023-04-11 19:40:00,268.2,0.63,2.6,0.05,4.4,6.0,2328.0
2023-04-11 19:50:00,268.37,0.63,2.6,0.05,4.4,6.0,2329.0
2023-04-11 20:00:00,268.53,0.63,2.6,0.05,4.5,6.0,2325.0
2023-04-11 20:10:00,268.7,0.63,2.6,0.05,4.5,6.0,2325.0
2023-04-11 20:20:00,268.87,0.63,2.6,0.05,4.4,6.0,2330.0
2023-04-11 20:30:00,269.03,0.63,2.6,0.05,4.5,6.0,2326.0
2023-04-11 20:40:00,269.2,0.63,2.6,0.05,4.5,6.0,2325.0
2023-04-11 20:50:00,269.37,0.63,2.6,0.05,4.5,6.0,2325.0
2023-04-11 21:00:00,269.53,0.63,2.6,0.05,4.4,6.0,2330.0
2023-04-11 21:10:00,269.7,0.63,2.6,0.05,4.5,6.0,2325.0
2023-04-11 21:20:00,269.87,0.63,2.6,0.05,4.5,6.0,2325.0
2023-04-11 21:30:00,270.03,0.63,2.6,0.05,4.6,6.0,2320.0
2023-04-11 21:40:00,270.2,0.63,2.6,0.05,4.6,6.0,2320.0
2023-04-11 21:50:00,270.37,0.63,2.6,0.05,4.4,6.0,2329.0
2023-04-11 22:00:00,270.53,0.62,2.6,0.05,4.6,6.0,2315.0
2023-04-11 22:10:00,270.7,0.63,2.6,0.05,4.5,6.0,2325.0
2023-04-11 22:20:00,270.87,0.63,2.6,0.05,4.6,6.0,2320.0
2023-04-11 22:30:00,271.03,0.63,2.6,0.05,4.6,6.0,2321.0
2023-04-11 22:40:00,271.2,0.63,2.6,0.05,4.5,6.0,2324.0
2023-04-11 22:50:00,271.37,0.63,2.6,0.05,4.4,6.0,2329.0
2023-04-11 23:00:00,271.53,0.63,2.6,0.05,4.5,6.0,2325.0
2023-04-11 23:10:00,271.7,0.63,2.6,0.05,4.4,6.0,2330.0
2023-04-11 23:20:00,271.87,0.63,2.6,0.05,4.4,6.0,2329.0
2023-04-11 23:30:00,272.03,0.63,2.6,0.05,4.5,6.0,2326.0
2023-04-11 23:40:00,272.2,0.63,2.6,0.05,4.5,6.0,2325.0
2023-04-11 23:50:00,272.37,0.63,2.6,0.05,4.5,6.0,2325.0
2023-04-12 00:00:00,272.53,0.63,2.6,0.05,4.6,6.0,2321.0
2023-04-12 00:10:00,272.7,0.63,2.6,0.05,4.4,6.0,2330.0
2023-04-12 00:20:00,272.87,0.63,2.6,0.05,4.5,6.0,2326.0
2023-04-12 00:30:00,273.03,0.63,2.6,0.05,4.5,6.0,2326.0
2023-04-12 00:40:00,273.2,0.63,2.6,0.05,4.5,6.0,2326.0
2023-04-12 00:50:00,273.37,0.63,2.6,0.05,4.4,6.0,2330.0
2023-04-12 01:00:00,273.53,0.63,2.6,0.05,4.6,6.0,2322.0
2023-04-12 01:10:00,273.7,0.63,2.6,0.05,4.4,6.0,2331.0
2023-04-12 01:20:00,273.87,0.63,2.6,0.05,4.5,6.0,2326.0
2023-04-12 01:30:00,274.03,0.63,2.6,0.05,4.5,6.0,2327.0
2023-04-12 01:40:00,274.2,0.63,2.6,0.05,4.6,6.0,2321.0
2023-04-12 01:50:00,274.37,0.63,2.6,0.05,4.5,6.0,2326.0
2023-04-12 02:00:00,274.53,0.63,2.6,0.05,4.6,6.0,2322.0
2023-04-12 02:10:00,274.7,0.63,2.6,0.05,4.5,6.0,2327.0
2023-04-12 02:20:00,274.87,0.63,2.6,0.05,4.6,6.0,2322.0
2023-04-12 02:30:00,275.03,0.63,2.6,0.05,4.6,6.0,2322.0
2023-04-12 02:40:00,275.2,0.63,2.6,0.05,4.5,6.0,2326.0
2023-04-12 02:50:00,275.37,0.63,2.6,0.05,4.5,6.0,2326.0
2023-04-12 03:00:00,275.53,0.63,2.6,0.05,4.5,6.0,2327.0
2023-04-12 03:10:00,275.7,0.63,2.6,0.05,4.5,6.0,2326.0
2023-04-12 03:20:00,275.87,0.63,2.6,0.05,4.6,6.0,2321.0
2023-04-12 03:30:00,276.03,0.63,2.6,0.05,4.5,6.0,2327.0
2023-04-12 03:40:00,276.2,0.63,2.6,0.05,4.5,6.0,2326.0
2023-04-12 03:50:00,276.37,0.63,2.6,0.05,4.6,6.0,2321.0
2023-04-12 04:00:00,276.53,0.63,2.6,0.05,4.6,6.0,2322.0
2023-04-12 04:10:00,276.7,0.63,2.6,0.05,4.5,6.0,2326.0
2023-04-12 04:20:00,276.87,0.63,2.6,0.05,4.5,6.0,2327.0
2023-04-12 04:30:00,277.03,0.63,2.6,0.05,4.5,6.0,2327.0
2023-04-12 04:40:00,277.2,0.63,2.6,0.05,4.5,6.0,2327.0
2023-04-12 04:50:00,277.37,0.63,2.6,0.05,4.5,6.0,2327.0
2023-04-12 05:00:00,277.53,0.63,2.6,0.05,4.6,6.0,2322.0
2023-04-12 05:10:00,277.7,0.63,2.6,0.05,4.5,6.0,2327.0
2023-04-12 05:20:00,277.87,0.63,2.6,0.05,4.6,6.0,2321.0
2023-04-12 05:30:00,278.03,0.63,2.6,0.05,4.6,6.0,2322.0
2023-04-12 05:40:00,278.2,0.63,2.6,0.05,4.5,6.0,2327.0
2023-04-12 05:50:00,278.37,0.63,2.6,0.05,4.5,6.0,2327.0
2023-04-12 06:00:00,278.53,0.63,2.6,0.05,4.5,6.0,2327.0
2023-04-12 06:10:00,278.7,0.63,2.6,0.05,4.5,6.0,2327.0
2023-04-12 06:20:00,278.87,0.63,2.6,0.05,4.5,6.0,2327.0
2023-04-12 06:30:00,279.03,0.63,2.6,0.05,4.6,6.0,2322.0
2023-04-12 06:40:00,279.2,0.62,2.6,0.05,4.6,6.0,2317.0
2023-04-12 06:50:00,279.37,0.63,2.6,0.05,4.5,6.0,2327.0
2023-04-12 07:00:00,279.53,0.63,2.6,0.05,4.6,6.0,2323.0
2023-04-12 07:10:00,279.7,0.63,2.6,0.05,4.5,6.0,2327.0
2023-04-12 07:20:00,279.87,0.63,2.6,0.05,4.5,6.0,2328.0
2023-04-12 07:30:00,280.03,0.64,2.6,0.05,4.5,6.0,2328.0
2023-04-12 07:40:00,280.2,0.63,2.6,0.05,4.6,6.0,2322.0
2023-04-12 07:50:00,280.37,0.64,2.6,0.05,4.5,6.0,2327.0
2023-04-12 08:00:00,280.53,0.64,2.6,0.05,4.5,6.0,2328.0
2023-04-12 08:10:00,280.7,0.64,2.6,0.05,4.5,6.0,2327.0
2023-04-12 08:20:00,280.87,0.64,2.6,0.05,4.4,6.0,2331.0
2023-04-12 08:30:00,281.03,0.63,2.6,0.05,4.6,6.0,2322.0
2023-04-12 08:40:00,281.2,0.63,2.6,0.05,4.6,6.0,2322.0
2023-04-12 08:50:00,281.37,0.63,2.6,0.05,4.6,6.0,2322.0
2023-04-12 09:00:00,281.53,0.63,2.6,0.05,4.6,6.0,2317.0
2023-04-12 09:10:00,281.7,0.63,2.6,0.05,4.6,6.0,2322.0
2023-04-12 09:20:00,281.87,0.64,2.6,0.05,4.5,6.0,2327.0
2023-04-12 09:30:00,282.03,0.63,2.6,0.05,4.6,6.0,2323.0
2023-04-12 09:40:00,282.2,0.64,2.6,0.05,4.5,6.0,2327.0
2023-04-12 09:50:00,282.37,0.63,2.6,0.05,4.6,6.0,2322.0
2023-04-12 10:00:00,282.53,0.64,2.6,0.05,4.5,6.0,2328.0
2023-04-12 10:10:00,282.7,0.64,2.6,0.05,4.5,6.0,2327.0
2023-04-12 10:20:00,282.87,0.63,2.6,0.05,4.6,6.0,2322.0
2023-04-12 10:30:00,283.03,0.64,2.6,0.05,4.5,6.0,2327.0
2023-04-12 10:40:00,283.2,0.63,2.6,0.05,4.6,6.0,2322.0
2023-04-12 10:50:00,283.37,0.63,2.6,0.05,4.6,6.0,2322.0
2023-04-12 11:00:00,283.53,0.64,2.6,0.05,4.5,6.0,2327.0
2023-04-12 11:10:00,283.7,0.64,2.6,0.05,4.4,6.0,2332.0
2023-04-12 11:20:00,283.87,0.64,2.6,0.05,4.5,6.0,2327.0
2023-04-12 11:30:00,284.03,0.64,2.6,0.05,4.5,6.0,2327.0
2023-04-12 11:40:00,284.2,0.64,2.6,0.05,4.4,6.0,2331.0
2023-04-12 11:50:00,284.37,0.64,2.6,0.05,4.5,6.0,2326.0
2023-04-12 12:00:00,284.53,0.64,2.6,0.05,4.5,6.0,2326.0
2023-04-12 12:10:00,284.7,0.64,2.6,0.05,4.4,6.0,2331.0
2023-04-12 12:20:00,284.87,0.64,2.6,0.05,4.4,6.0,2331.0
2023-04-12 12:30:00,285.03,0.65,2.6,0.05,4.4,6.0,2336.0
2023-04-12 12:40:00,285.2,0.64,2.6,0.05,4.4,6.0,2331.0
2023-04-12 12:50:00,285.37,0.64,2.6,0.05,4.4,6.0,2331.0
2023-04-12 13:00:00,285.53,0.64,2.6,0.05,4.5,6.0,2327.0
2023-04-12 13:10:00,285.7,0.64,2.6,0.05,4.5,6.0,2326.0
2023-04-12 13:20:00,285.87,0.64,2.6,0.05,4.4,6.0,2331.0
2023-04-12 13:30:00,286.03,0.64,2.6,0.05,4.4,6.0,2331.0
2023-04-12 13:40:00,286.2,0.64,2.6,0.05,4.4,6.0,2331.0
2023-04-12 13:50:00,286.37,0.64,2.6,0.05,4.4,6.0,2331.0
2023-04-12 14:00:00,286.53,0.64,2.6,0.05,4.6,6.0,2322.0
2023-04-12 14:10:00,286.7,0.64,2.6,0.05,4.4,6.0,2331.0
2023-04-12 14:20:00,286.87,0.64,2.6,0.05,4.4,6.0,2331.0
2023-04-12 14:30:00,287.03,0.64,2.6,0.05,4.5,6.0,2327.0
2023-04-12 14:40:00,287.2,0.64,2.6,0.05,4.4,6.0,2331.0
2023-04-12 14:50:00,287.37,0.64,2.6,0.05,4.6,6.0,2322.0
2023-04-12 15:00:00,287.53,0.64,2.6,0.05,4.5,6.0,2327.0
2023-04-12 15:10:00,287.7,0.64,2.6,0.05,4.5,6.0,2327.0
2023-04-12 15:20:00,287.87,0.64,2.6,0.05,4.4,6.0,2331.0
2023-04-12 15:30:00,288.03,0.64,2.6,0.05,4.6,6.0,2322.0
2023-04-12 15:40:00,288.2,0.64,2.6,0.05,4.6,6.0,2322.0
2023-04-12 15:50:00,288.37,0.64,2.6,0.05,4.6,6.0,2322.0
2023-04-12 16:00:00,288.53,0.64,2.6,0.05,4.6,6.0,2322.0
2023-04-12 16:10:00,288.7,0.63,2.6,0.05,4.6,6.0,2317.0
2023-04-12 16:20:00,288.87,0.64,2.6,0.05,4.5,6.0,2327.0
2023-04-12 16:30:00,289.03,0.64,2.6,0.05,4.5,6.0,2328.0
2023-04-12 16:40:00,289.2,0.64,2.6,0.05,4.4,6.0,2332.0
2023-04-12 16:50:00,289.37,0.64,2.6,0.05,4.6,6.0,2322.0
2023-04-12 17:00:00,289.53,0.64,2.6,0.05,4.6,6.0,2322.0
2023-04-12 17:10:00,289.7,0.64,2.6,0.05,4.6,6.0,2321.0
2023-04-12 17:20:00,289.87,0.64,2.6,0.05,4.4,6.0,2331.0
2023-04-12 17:30:00,290.03,0.64,2.6,0.05,4.6,6.0,2322.0
2023-04-12 17:40:00,290.2,0.64,2.6,0.05,4.4,6.0,2331.0
2023-04-12 17:50:00,290.37,0.64,2.6,0.05,4.4,6.0,2331.0
2023-04-12 18:00:00,290.53,0.64,2.6,0.05,4.5,6.0,2327.0
2023-04-12 18:10:00,290.7,0.64,2.6,0.05,4.4,6.0,2331.0
2023-04-12 18:20:00,290.87,0.64,2.6,0.05,4.5,6.0,2326.0
2023-04-12 18:30:00,291.03,0.64,2.6,0.05,4.5,6.0,2327.0
2023-04-12 18:40:00,291.2,0.64,2.6,0.05,4.4,6.0,2331.0
2023-04-12 18:50:00,291.37,0.65,2.6,0.05,4.4,6.0,2336.0
2023-04-12 19:00:00,291.53,0.64,2.6,0.05,4.6,6.0,2323.0
2023-04-12 19:10:00,291.7,0.64,2.6,0.05,4.4,6.0,2331.0
2023-04-12 19:20:00,291.87,0.64,2.6,0.05,4.4,6.0,2331.0
2023-04-12 19:30:00,292.03,0.64,2.6,0.05,4.6,6.0,2322.0
2023-04-12 19:40:00,292.2,0.64,2.6,0.05,4.4,6.0,2331.0
2023-04-12 19:50:00,292.37,0.64,2.6,0.05,4.5,6.0,2326.0
2023-04-12 20:00:00,292.53,0.64,2.6,0.05,4.5,6.0,2327.0
2023-04-12 20:10:00,292.7,0.64,2.6,0.05,4.6,6.0,2322.0
2023-04-12 20:20:00,292.87,0.64,2.6,0.05,4.5,6.0,2327.0
2023-04-12 20:30:00,293.03,0.64,2.6,0.05,4.4,6.0,2332.0
2023-04-12 20:40:00,293.2,0.64,2.6,0.05,4.5,6.0,2327.0
2023-04-12 20:50:00,293.37,0.65,2.6,0.05,4.5,6.0,2327.0
2023-04-12 21:00:00,293.53,0.65,2.6,0.05,4.4,6.0,2332.0
2023-04-12 21:10:00,293.7,0.65,2.6,0.05,4.4,6.0,2331.0
2023-04-12 21:20:00,293.87,0.65,2.6,0.05,4.5,6.0,2327.0
2023-04-12 21:30:00,294.03,0.64,2.6,0.05,4.5,6.0,2327.0
2023-04-12 21:40:00,294.2,0.64,2.6,0.05,4.4,6.0,2332.0
2023-04-12 21:50:00,294.37,0.65,2.6,0.05,4.4,6.0,2337.0
2023-04-12 22:00:00,294.53,0.64,2.6,0.05,4.5,6.0,2328.0
2023-04-12 22:10:00,294.7,0.65,2.6,0.05,4.4,6.0,2337.0
2023-04-12 22:20:00,294.87,0.64,2.6,0.05,4.5,6.0,2328.0
2023-04-12 22:30:00,295.03,0.65,2.6,0.05,4.4,6.0,2333.0
2023-04-12 22:40:00,295.2,0.65,2.6,0.05,4.4,6.0,2337.0
2023-04-12 22:50:00,295.37,0.65,2.6,0.05,4.4,6.0,2337.0
2023-04-12 23:00:00,295.53,0.65,2.6,0.05,4.4,6.0,2338.0
2023-04-12 23:10:00,295.7,0.65,2.6,0.05,4.4,6.0,2337.0
2023-04-12 23:20:00,295.87,0.65,2.6,0.05,4.4,6.0,2333.0
2023-04-12 23:30:00,296.03,0.65,2.6,0.05,4.5,6.0,2329.0
2023-04-12 23:40:00,296.2,0.64,2.6,0.05,4.4,6.0,2333.0
2023-04-12 23:50:00,296.37,0.65,2.6,0.05,4.4,6.0,2333.0
2023-04-13 00:00:00,296.53,0.65,2.6,0.05,4.4,6.0,2334.0
2023-04-13 00:10:00,296.7,0.65,2.6,0.05,4.4,6.0,2338.0
2023-04-13 00:20:00,296.87,0.65,2.6,0.05,4.4,6.0,2333.0
2023-04-13 00:30:00,297.03,0.65,2.6,0.05,4.4,6.0,2334.0
2023-04-13 00:40:00,297.2,0.65,2.6,0.05,4.4,6.0,2338.0
2023-04-13 00:50:00,297.37,0.65,2.6,0.05,4.4,6.0,2338.0
2023-04-13 01:00:00,297.53,0.65,2.6,0.05,4.4,6.0,2339.0
2023-04-13 01:10:00,297.7,0.65,2.6,0.05,4.4,6.0,2334.0
2023-04-13 01:20:00,297.87,0.65,2.6,0.05,4.4,6.0,2334.0
2023-04-13 01:30:00,298.03,0.65,2.6,0.05,4.4,6.0,2335.0
2023-04-13 01:40:00,298.2,0.65,2.6,0.05,4.4,6.0,2334.0
2023-04-13 01:50:00,298.37,0.65,2.6,0.05,4.4,6.0,2334.0
2023-04-13 02:00:00,298.53,0.65,2.6,0.05,4.4,6.0,2334.0
2023-04-13 02:10:00,298.7,0.65,2.6,0.05,4.5,6.0,2329.0
2023-04-13 02:20:00,298.87,0.65,2.6,0.05,4.4,6.0,2334.0
2023-04-13 02:30:00,299.03,0.66,2.6,0.05,4.4,6.0,2340.0
2023-04-13 02:40:00,299.2,0.65,2.6,0.05,4.4,6.0,2334.0
2023-04-13 02:50:00,299.37,0.65,2.6,0.05,4.4,6.0,2334.0
2023-04-13 03:00:00,299.53,0.65,2.6,0.05,4.4,6.0,2334.0
2023-04-13 03:10:00,299.7,0.65,2.6,0.05,4.4,6.0,2334.0
2023-04-13 03:20:00,299.87,0.65,2.6,0.05,4.4,6.0,2334.0
2023-04-13 03:30:00,300.03,0.65,2.6,0.05,4.6,6.0,2325.0
2023-04-13 03:40:00,300.2,0.66,2.6,0.05,4.4,6.0,2339.0
2023-04-13 03:50:00,300.37,0.65,2.6,0.05,4.4,6.0,2334.0
2023-04-13 04:00:00,300.53,0.65,2.6,0.05,4.5,6.0,2330.0
2023-04-13 04:10:00,300.7,0.66,2.6,0.05,4.4,6.0,2339.0
2023-04-13 04:20:00,300.87,0.66,2.6,0.05,4.4,6.0,2340.0
2023-04-13 04:30:00,301.03,0.65,2.6,0.05,4.4,6.0,2335.0
2023-04-13 04:40:00,301.2,0.65,2.6,0.05,4.5,6.0,2330.0
2023-04-13 04:50:00,301.37,0.65,2.6,0.05,4.5,6.0,2330.0
2023-04-13 05:00:00,301.53,0.65,2.6,0.05,4.5,6.0,2330.0
2023-04-13 05:10:00,301.7,0.65,2.6,0.05,4.5,6.0,2330.0
2023-04-13 05:20:00,301.87,0.65,2.6,0.05,4.4,6.0,2335.0
2023-04-13 05:30:00,302.03,0.65,2.6,0.05,4.6,6.0,2326.0
2023-04-13 05:40:00,302.2,0.65,2.6,0.05,4.4,6.0,2335.0
2023-04-13 05:50:00,302.37,0.65,2.6,0.05,4.4,6.0,2335.0
2023-04-13 06:00:00,302.53,0.65,2.6,0.05,4.5,6.0,2331.0
2023-04-13 06:10:00,302.7,0.65,2.6,0.05,4.5,6.0,2330.0
2023-04-13 06:20:00,302.87,0.65,2.6,0.05,4.5,6.0,2330.0
2023-04-13 06:30:00,303.03,0.65,2.6,0.05,4.5,6.0,2331.0
2023-04-13 06:40:00,303.2,0.65,2.6,0.05,4.5,6.0,2330.0
