"Timestamp (BST)","Hours from Pitch","DO (mg/L)",pH,"Gravity (°P)","ABV Est. (%)","Pressure (Bar)","Fluid Temp (°C)","Ambient Temp (°C)","Conductivity (uS/cm)",Notes,"Data Source"
"04/15/2023 04:12:00",12.20,0.05,5.45,,,0.07,21.8,,2552,,BrewIQ
"04/15/2023 04:22:00",12.37,0.05,5.44,13,0.46,0.07,21.8,,2552,,BrewIQ
"04/15/2023 04:32:00",12.53,0.05,5.44,,,0.07,21.8,,2552,,BrewIQ
"04/15/2023 04:42:00",12.70,0.05,5.44,,,0.07,21.7,,2555,,BrewIQ
"04/15/2023 04:52:00",12.87,0.05,5.43,13,0.46,0.07,21.7,,2554,,BrewIQ
"04/15/2023 05:02:00",13.03,0.07,5.43,,,0.07,21.7,,2554,,BrewIQ
"04/15/2023 05:12:00",13.20,0.11,5.43,,,0.07,21.7,,2554,,BrewIQ
"04/15/2023 05:22:00",13.37,0.11,5.43,13,0.46,0.07,21.7,,2553,,BrewIQ
"04/15/2023 05:32:00",13.53,0.17,5.42,,,0.07,21.7,,2553,,BrewIQ
"04/15/2023 05:42:00",13.70,0.17,5.42,,,0.07,21.7,,2553,,BrewIQ
"04/15/2023 05:52:00",13.87,0.22,5.41,13,0.46,0.07,21.6,,2556,,BrewIQ
"04/15/2023 06:02:00",14.03,0.22,5.41,,,0.07,21.7,,2553,,BrewIQ
"04/15/2023 06:12:00",14.20,0.26,5.40,,,0.07,21.6,,2557,,BrewIQ
"04/15/2023 06:22:00",14.37,0.28,5.40,13,0.46,0.07,21.6,,2557,,BrewIQ
"04/15/2023 06:32:00",14.53,0.32,5.39,,,0.07,21.6,,2557,,BrewIQ
"04/15/2023 06:42:00",14.70,0.34,5.38,,,0.07,21.6,,2558,,BrewIQ
"04/15/2023 06:52:00",14.87,0.37,5.37,12.9,0.46,0.07,21.6,,2559,,BrewIQ
"04/15/2023 07:02:00",15.03,0.40,5.37,,,0.07,21.6,,2559,,BrewIQ
"04/15/2023 07:12:00",15.20,0.43,5.36,,,0.07,21.6,,2560,,BrewIQ
"04/15/2023 07:22:00",15.37,0.46,5.35,13,0.46,0.07,21.6,,2561,,BrewIQ
"04/15/2023 07:32:00",15.53,0.49,5.34,,,0.07,21.6,,2562,,BrewIQ
"04/15/2023 07:42:00",15.70,0.51,5.32,,,0.07,21.6,,2564,,BrewIQ
"04/15/2023 07:52:00",15.87,0.54,5.31,12.9,0.46,0.07,21.6,,2569,,BrewIQ
"04/15/2023 08:02:00",16.03,0.56,5.30,,,0.07,21.6,,2571,,BrewIQ
"04/15/2023 08:12:00",16.20,0.58,5.29,,,0.07,21.6,,2573,,BrewIQ
"04/15/2023 08:22:00",16.37,0.61,5.27,12.9,0.46,0.07,21.5,,2578,,BrewIQ
"04/15/2023 08:32:00",16.53,0.61,5.26,,,0.07,21.6,,2578,,BrewIQ
